"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2007","Euro area (13 countries)","Other expenditure","Million units of national currency",":",""
"2007","Euro area (13 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2007","Euro area (13 countries)","Other expenditure","Percentage of total expenditure","1.03","p"
"2007","Euro area (13 countries)","Sickness/Health care","Million euro","673,721.32","p"
"2007","Euro area (13 countries)","Sickness/Health care","Million euro (at constant 2010 prices)",":",""
"2007","Euro area (13 countries)","Sickness/Health care","Euro per inhabitant","2,113.05","p"
"2007","Euro area (13 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)",":",""
"2007","Euro area (13 countries)","Sickness/Health care","Million units of national currency",":",""
"2007","Euro area (13 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","7.3","p"
"2007","Euro area (13 countries)","Sickness/Health care","Percentage of total expenditure","28.02","p"
"2007","Euro area (12 countries)","Total expenditure","Million euro","2,396,930.88","p"
"2007","Euro area (12 countries)","Total expenditure","Million euro (at constant 2010 prices)","2,488,688.83","p"
"2007","Euro area (12 countries)","Total expenditure","Euro per inhabitant","7,565.60","p"
"2007","Euro area (12 countries)","Total expenditure","Euro per inhabitant (at constant 2010 prices)","7,855.22","p"
"2007","Euro area (12 countries)","Total expenditure","Million units of national currency",":",""
"2007","Euro area (12 countries)","Total expenditure","Percentage of gross domestic product (GDP)","26.0","p"
"2007","Euro area (12 countries)","Total expenditure","Percentage of total expenditure","100.00","p"
"2007","Euro area (12 countries)","Social protection benefits","Million euro","2,287,905.90","p"
"2007","Euro area (12 countries)","Social protection benefits","Million euro (at constant 2010 prices)","2,375,490.22","p"
"2007","Euro area (12 countries)","Social protection benefits","Euro per inhabitant","7,221.48","p"
"2007","Euro area (12 countries)","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","7,497.93","p"
"2007","Euro area (12 countries)","Social protection benefits","Million units of national currency",":",""
"2007","Euro area (12 countries)","Social protection benefits","Percentage of gross domestic product (GDP)","24.8","p"
"2007","Euro area (12 countries)","Social protection benefits","Percentage of total expenditure","95.45","p"
"2007","Euro area (12 countries)","Administration costs","Million euro","84,342.62","p"
"2007","Euro area (12 countries)","Administration costs","Million euro (at constant 2010 prices)","87,571.38","p"
"2007","Euro area (12 countries)","Administration costs","Euro per inhabitant","266.22","p"
"2007","Euro area (12 countries)","Administration costs","Euro per inhabitant (at constant 2010 prices)","276.41","p"
"2007","Euro area (12 countries)","Administration costs","Million units of national currency",":",""
"2007","Euro area (12 countries)","Administration costs","Percentage of gross domestic product (GDP)","0.9","p"
"2007","Euro area (12 countries)","Administration costs","Percentage of total expenditure","3.52","p"
"2007","Euro area (12 countries)","Other expenditure","Million euro","24,682.35","p"
"2007","Euro area (12 countries)","Other expenditure","Million euro (at constant 2010 prices)","25,627.23","p"
"2007","Euro area (12 countries)","Other expenditure","Euro per inhabitant","77.91","p"
"2007","Euro area (12 countries)","Other expenditure","Euro per inhabitant (at constant 2010 prices)","80.89","p"
"2007","Euro area (12 countries)","Other expenditure","Million units of national currency",":",""
"2007","Euro area (12 countries)","Other expenditure","Percentage of gross domestic product (GDP)","0.3","p"
"2007","Euro area (12 countries)","Other expenditure","Percentage of total expenditure","1.03","p"
"2007","Euro area (12 countries)","Sickness/Health care","Million euro","671,414.54","p"
"2007","Euro area (12 countries)","Sickness/Health care","Million euro (at constant 2010 prices)","697,117.25","p"
"2007","Euro area (12 countries)","Sickness/Health care","Euro per inhabitant","2,119.23","p"
"2007","Euro area (12 countries)","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,200.36","p"
"2007","Euro area (12 countries)","Sickness/Health care","Million units of national currency",":",""
"2007","Euro area (12 countries)","Sickness/Health care","Percentage of gross domestic product (GDP)","7.3","p"
"2007","Euro area (12 countries)","Sickness/Health care","Percentage of total expenditure","28.01","p"
"2007","Belgium","Total expenditure","Million euro","90,470.79",""
"2007","Belgium","Total expenditure","Million euro (at constant 2010 prices)","96,093.20",""
"2007","Belgium","Total expenditure","Euro per inhabitant","8,514.34",""
"2007","Belgium","Total expenditure","Euro per inhabitant (at constant 2010 prices)","9,043.47",""
"2007","Belgium","Total expenditure","Million units of national currency","90,470.79",""
"2007","Belgium","Total expenditure","Percentage of gross domestic product (GDP)","26.2",""
"2007","Belgium","Total expenditure","Percentage of total expenditure","100.00",""
"2007","Belgium","Social protection benefits","Million euro","85,907.12",""
"2007","Belgium","Social protection benefits","Million euro (at constant 2010 prices)","91,245.92",""
"2007","Belgium","Social protection benefits","Euro per inhabitant","8,084.84",""
"2007","Belgium","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","8,587.29",""
"2007","Belgium","Social protection benefits","Million units of national currency","85,907.12",""
"2007","Belgium","Social protection benefits","Percentage of gross domestic product (GDP)","24.9",""
"2007","Belgium","Social protection benefits","Percentage of total expenditure","94.96",""
"2007","Belgium","Administration costs","Million euro","2,951.18",""
"2007","Belgium","Administration costs","Million euro (at constant 2010 prices)","3,134.58",""
"2007","Belgium","Administration costs","Euro per inhabitant","277.74",""
"2007","Belgium","Administration costs","Euro per inhabitant (at constant 2010 prices)","295.00",""
"2007","Belgium","Administration costs","Million units of national currency","2,951.18",""
"2007","Belgium","Administration costs","Percentage of gross domestic product (GDP)","0.9",""
"2007","Belgium","Administration costs","Percentage of total expenditure","3.26",""
"2007","Belgium","Other expenditure","Million euro","1,612.49",""
"2007","Belgium","Other expenditure","Million euro (at constant 2010 prices)","1,712.70",""
"2007","Belgium","Other expenditure","Euro per inhabitant","151.75",""
"2007","Belgium","Other expenditure","Euro per inhabitant (at constant 2010 prices)","161.18",""
"2007","Belgium","Other expenditure","Million units of national currency","1,612.49",""
"2007","Belgium","Other expenditure","Percentage of gross domestic product (GDP)","0.5",""
"2007","Belgium","Other expenditure","Percentage of total expenditure","1.78",""
"2007","Belgium","Sickness/Health care","Million euro","24,318.54",""
"2007","Belgium","Sickness/Health care","Million euro (at constant 2010 prices)","25,829.85",""
"2007","Belgium","Sickness/Health care","Euro per inhabitant","2,288.65",""
"2007","Belgium","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,430.88",""
"2007","Belgium","Sickness/Health care","Million units of national currency","24,318.54",""
"2007","Belgium","Sickness/Health care","Percentage of gross domestic product (GDP)","7.1",""
"2007","Belgium","Sickness/Health care","Percentage of total expenditure","26.88",""
"2007","Bulgaria","Total expenditure","Million euro","4,353.37",""
"2007","Bulgaria","Total expenditure","Million euro (at constant 2010 prices)","4,862.31",""
"2007","Bulgaria","Total expenditure","Euro per inhabitant","576.96",""
"2007","Bulgaria","Total expenditure","Euro per inhabitant (at constant 2010 prices)","644.41",""
"2007","Bulgaria","Total expenditure","Million units of national currency","8,514.33",""
"2007","Bulgaria","Total expenditure","Percentage of gross domestic product (GDP)","13.4",""
"2007","Bulgaria","Total expenditure","Percentage of total expenditure","100.00",""
"2007","Bulgaria","Social protection benefits","Million euro","4,209.39",""
"2007","Bulgaria","Social protection benefits","Million euro (at constant 2010 prices)","4,701.49",""
"2007","Bulgaria","Social protection benefits","Euro per inhabitant","557.88",""
"2007","Bulgaria","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","623.10",""
"2007","Bulgaria","Social protection benefits","Million units of national currency","8,232.72",""
"2007","Bulgaria","Social protection benefits","Percentage of gross domestic product (GDP)","13.0",""
"2007","Bulgaria","Social protection benefits","Percentage of total expenditure","96.69",""
"2007","Bulgaria","Administration costs","Million euro","108.59","e"
"2007","Bulgaria","Administration costs","Million euro (at constant 2010 prices)","121.29","e"
"2007","Bulgaria","Administration costs","Euro per inhabitant","14.39","e"
"2007","Bulgaria","Administration costs","Euro per inhabitant (at constant 2010 prices)","16.07","e"
"2007","Bulgaria","Administration costs","Million units of national currency","212.39","e"
"2007","Bulgaria","Administration costs","Percentage of gross domestic product (GDP)","0.3","e"
