"TIME","GEO","UNIT","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","12.3",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","19.4",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","11.5",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","3.2",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","12.3",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","18.2",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","11.7",""
"2007","Hungary","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","7.7",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","15.1",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","19.8",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","12.6",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","20.3",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","14.7",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","21.6",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","11.0",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","24.1",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","15.5",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","18.0",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","14.3",""
"2007","Malta","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","17.2",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","10.2",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","14.0",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","8.9",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","9.5",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","9.6",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","14.1",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","8.2",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","8.6",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","10.7",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","13.9",""
"2007","Netherlands","Percentage of total population","At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","9.7",""
